trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.4, 'e': 0.25240467659884364}",25,15,16.447671388790496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.4, 'e': 0.25177366490734654}",25,0,20.624044129915585,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.4, 'e': 0.2511442307450782}",25,0,-27.79227491408472,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
553,False,"{'a': 0.4, 'e': 0.25051637016821554}",20,12,12.470825372589008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.4, 'e': 0.249890079242795}",20,2,10.377258958802663,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
555,False,"{'a': 0.4, 'e': 0.24926535404468803}",30,12,-59.880905176113856,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
556,False,"{'a': 0.4, 'e': 0.24864219065957632}",30,13,-16.32808307199781,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
557,False,"{'a': 0.4, 'e': 0.24802058518292738}",25,12,13.06852734926299,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.4, 'e': 0.2474005337199701}",25,15,15.62598605532553,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.4, 'e': 0.24678203238567017}",35,16,0.19474246796971362,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
560,False,"{'a': 0.4, 'e': 0.24616507730470602}",20,8,11.153177745250751,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.4, 'e': 0.24554966461144426}",25,4,14.16101335761777,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.4, 'e': 0.24493579044991567}",20,16,8.001724805515266,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.4, 'e': 0.24432345097379088}",20,12,13.088173426634558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.4, 'e': 0.24371264234635642}",20,12,18.045884840133606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.4, 'e': 0.24310336074049055}",20,9,-23.99949789964372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
566,False,"{'a': 0.4, 'e': 0.24249560233863934}",20,12,-6.858797534642607,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
567,False,"{'a': 0.4, 'e': 0.24188936333279273}",25,14,-7.048265111936363,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
568,False,"{'a': 0.4, 'e': 0.24128463992446078}",25,16,3.036891900168367,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.4, 'e': 0.24068142832464964}",25,10,5.640424277774997,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
570,False,"{'a': 0.4, 'e': 0.24007972475383801}",25,13,-31.601879138510427,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
571,False,"{'a': 0.4, 'e': 0.23947952544195344}",20,2,-6.768145314428915,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
572,False,"{'a': 0.4, 'e': 0.23888082662834859}",25,3,23.03713883619788,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.4, 'e': 0.2382836245617777}",20,3,-18.52431336624254,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
574,False,"{'a': 0.4, 'e': 0.23768791550037327}",30,0,-27.980079945819558,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",1
575,False,"{'a': 0.4, 'e': 0.23709369571162237}",25,11,-33.83047518470565,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
576,False,"{'a': 0.4, 'e': 0.2365009614723433}",20,7,-21.104146014144423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
577,False,"{'a': 0.4, 'e': 0.2359097090686625}",25,0,-34.869553571952345,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
578,False,"{'a': 0.4, 'e': 0.23531993479599084}",30,11,-10.424803735473223,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
579,False,"{'a': 0.4, 'e': 0.23473163495900087}",25,7,-62.397590900768385,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
580,False,"{'a': 0.4, 'e': 0.23414480587160338}",25,0,-20.25738738934346,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
581,False,"{'a': 0.4, 'e': 0.23355944385692437}",20,16,7.18967807129067,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.4, 'e': 0.2329755452472821}",20,7,13.00843996170204,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
583,False,"{'a': 0.4, 'e': 0.23239310638416388}",25,12,21.518580225367874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.4, 'e': 0.2318121236182035}",30,12,29.481297845078732,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.4, 'e': 0.231232593309158}",20,16,9.122756579856487,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.4, 'e': 0.23065451182588512}",20,5,-24.818376390352398,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
587,False,"{'a': 0.4, 'e': 0.23007787554632042}",20,14,9.53051288876708,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.4, 'e': 0.22950268085745462}",20,13,-1.29398771532577,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 0.4, 'e': 0.228928924155311}",20,14,10.989126452382788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.4, 'e': 0.22835660184492274}",20,1,-2.520999177707587,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
591,False,"{'a': 0.4, 'e': 0.22778571034031045}",20,0,-67.60028815036763,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
592,False,"{'a': 0.4, 'e': 0.22721624606445967}",30,12,24.871903840928105,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.4, 'e': 0.22664820544929853}",25,15,20.59242123523269,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.4, 'e': 0.22608158493567532}",25,0,24.63301736929892,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
595,False,"{'a': 0.4, 'e': 0.22551638097333612}",25,8,28.92050509898215,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.4, 'e': 0.2249525900209028}",25,11,-0.39196676089390614,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
597,False,"{'a': 0.4, 'e': 0.22439020854585057}",25,0,-6.194714527539949,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",1
598,False,"{'a': 0.4, 'e': 0.22382923302448593}",25,0,-22.146194865497193,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
599,False,"{'a': 0.4, 'e': 0.22326965994192474}",25,7,23.769999336292432,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
600,False,"{'a': 0.4, 'e': 0.22271148579206992}",25,0,-1.602669252558246,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
601,False,"{'a': 0.4, 'e': 0.22215470707758977}",25,16,20.210833987883213,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.4, 'e': 0.22159932030989582}",30,18,21.663235677352606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.4, 'e': 0.22104532200912108}",20,12,16.30986321236965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.4, 'e': 0.2204927087040983}",25,13,23.822726612134282,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.4, 'e': 0.21994147693233806}",25,11,11.221624286228604,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.4, 'e': 0.21939162324000722}",25,11,2.156996704042471,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
607,False,"{'a': 0.4, 'e': 0.21884314418190723}",30,14,28.535629622666093,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.4, 'e': 0.21829603632145247}",20,15,10.49495454364072,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.4, 'e': 0.21775029623064884}",20,9,7.819340770164258,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.4, 'e': 0.21720592049007223}",20,10,19.20595438443414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.4, 'e': 0.21666290568884705}",20,10,7.909819977173585,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 0.4, 'e': 0.21612124842462496}",20,10,16.315628750319185,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.4, 'e': 0.2155809453035634}",25,16,8.062893260790906,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
614,False,"{'a': 0.4, 'e': 0.21504199294030452}",20,12,-9.173203240623263,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
615,False,"{'a': 0.4, 'e': 0.21450438795795376}",20,13,10.00823368908878,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.4, 'e': 0.2139681269880589}",25,13,-40.79905185807144,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
617,False,"{'a': 0.4, 'e': 0.21343320667058874}",25,5,19.22586883940685,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.4, 'e': 0.2128996236539123}",20,6,22.883869877769023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.4, 'e': 0.21236737459477753}",20,6,8.63568585740497,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.4, 'e': 0.21183645615829058}",25,14,21.353093152536744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.4, 'e': 0.21130686501789486}",35,21,7.239835591262803,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.4, 'e': 0.21077859785535014}",30,16,-7.144798782615483,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
623,False,"{'a': 0.4, 'e': 0.21025165136071178}",35,22,3.82170070394762,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
624,False,"{'a': 0.4, 'e': 0.20972602223231002}",30,14,21.30096530787958,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.4, 'e': 0.20920170717672926}",20,16,5.241140987059328,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.4, 'e': 0.20867870290878743}",25,13,25.04165412151307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.4, 'e': 0.20815700615151547}",30,17,24.78597247871559,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.4, 'e': 0.2076366136361367}",25,15,15.582568086283587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.4, 'e': 0.20711752210204637}",20,14,7.755063218656101,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.4, 'e': 0.20659972829679127}",20,13,12.043463493889142,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.4, 'e': 0.2060832289760493}",25,11,27.295292066208226,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.4, 'e': 0.20556802090360918}",20,0,18.046173477262005,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
633,False,"{'a': 0.4, 'e': 0.20505410085135017}",25,17,3.3328923024969015,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.4, 'e': 0.20454146559922182}",20,16,8.098112568942232,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.4, 'e': 0.20403011193522377}",20,1,31.307142152417207,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.4, 'e': 0.20352003665538573}",25,6,17.61067810735229,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.4, 'e': 0.20301123656374725}",20,8,-52.05392015462579,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
638,False,"{'a': 0.4, 'e': 0.20250370847233792}",30,18,-21.442741370334538,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
639,False,"{'a': 0.4, 'e': 0.2019974492011571}",20,6,-31.31132812596977,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
640,False,"{'a': 0.4, 'e': 0.2014924555781542}",20,0,7.61142296119493,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
641,False,"{'a': 0.4, 'e': 0.20098872443920882}",20,10,9.510081472979508,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.4, 'e': 0.20048625262811082}",20,3,14.551155504190374,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.4, 'e': 0.19998503699654055}",20,13,14.010549675583027,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.4, 'e': 0.1994850744040492}",30,16,7.525320472137717,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.4, 'e': 0.1989863617180391}",30,18,22.766847116873826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.4, 'e': 0.198488895813744}",30,13,27.12042642543333,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.4, 'e': 0.19799267357420966}",25,11,14.383680335921428,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.4, 'e': 0.19749769189027414}",20,14,12.24733999477299,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.4, 'e': 0.19700394766054846}",25,17,4.875604449798227,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.4, 'e': 0.1965114377913971}",30,18,-28.000846890861816,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
651,False,"{'a': 0.4, 'e': 0.19602015919691862}",20,12,-7.996861937691921,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.4, 'e': 0.19553010879892632}",30,13,20.226199184819762,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.4, 'e': 0.19504128352692904}",20,16,7.5333390962743705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.4, 'e': 0.1945536803181117}",30,17,14.111605593108626,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.4, 'e': 0.19406729611731643}",25,16,8.482402876877487,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.4, 'e': 0.19358212787702317}",25,13,1.8613219793177613,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
657,False,"{'a': 0.4, 'e': 0.1930981725573306}",30,22,3.277589788363397,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.4, 'e': 0.1926154271259373}",30,8,13.115084772197765,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
659,False,"{'a': 0.4, 'e': 0.19213388855812247}",25,11,20.53546915630646,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.4, 'e': 0.19165355383672716}",30,6,7.893360390554085,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
661,False,"{'a': 0.4, 'e': 0.19117441995213535}",20,9,12.950390707994064,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.4, 'e': 0.19069648390225505}",30,17,18.75059050989026,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.4, 'e': 0.19021974269249942}",30,13,6.246843415039717,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
664,False,"{'a': 0.4, 'e': 0.18974419333576817}",25,17,17.26527215119305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.4, 'e': 0.18926983285242877}",20,8,21.53608752918711,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.4, 'e': 0.1887966582702977}",20,5,3.9980275507501988,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
667,False,"{'a': 0.4, 'e': 0.18832466662462197}",20,2,14.177844011174006,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.4, 'e': 0.18785385495806042}",30,19,21.63388192454138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.4, 'e': 0.1873842203206653}",20,10,12.1538550289423,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.4, 'e': 0.18691575976986363}",25,14,7.6955691251301515,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.4, 'e': 0.186448470370439}",25,15,19.822360221839652,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.4, 'e': 0.1859823491945129}",20,0,20.57537961679879,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
673,False,"{'a': 0.4, 'e': 0.1855173933215266}",25,2,25.832652336000802,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.4, 'e': 0.1850535998382228}",25,4,-9.369275238645102,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
675,False,"{'a': 0.4, 'e': 0.18459096583862727}",30,0,30.7875443953889,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.4, 'e': 0.1841294884240307}",30,16,14.66326332196658,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.4, 'e': 0.18366916470297065}",20,16,6.925080182496744,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.4, 'e': 0.18320999179121322}",20,15,-4.741808245525076,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.4, 'e': 0.1827519668117352}",20,3,-14.139814726340509,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
680,False,"{'a': 0.4, 'e': 0.18229508689470586}",20,12,16.56226578257132,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.4, 'e': 0.1818393491774691}",20,0,-34.767905829509715,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
682,False,"{'a': 0.4, 'e': 0.18138475080452546}",20,11,16.337323737440556,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.4, 'e': 0.18093128892751414}",35,12,-75.09772681452768,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 1}",1
684,False,"{'a': 0.4, 'e': 0.18047896070519537}",25,7,-41.42005853652861,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
685,False,"{'a': 0.4, 'e': 0.1800277633034324}",25,17,15.22266741721462,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.4, 'e': 0.17957769389517383}",20,7,9.164337541048296,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.4, 'e': 0.1791287496604359}",20,16,8.995516543139527,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.4, 'e': 0.1786809277862848}",25,7,31.917463759635933,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.4, 'e': 0.1782342254668191}",20,12,5.650335792359046,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.4, 'e': 0.17778863990315208}",25,6,4.518942469336578,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
691,False,"{'a': 0.4, 'e': 0.1773441683033942}",35,23,21.71285990013381,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.4, 'e': 0.17690080788263574}",20,11,-4.065118118714928,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
693,False,"{'a': 0.4, 'e': 0.17645855586292916}",20,7,22.1726987055535,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.4, 'e': 0.17601740947327182}",20,8,5.643351399308261,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.4, 'e': 0.17557736594958867}",25,20,13.57106208295238,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.4, 'e': 0.1751384225347147}",20,5,-10.115272577593945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
697,False,"{'a': 0.4, 'e': 0.17470057647837792}",30,11,23.750951336232635,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
698,False,"{'a': 0.4, 'e': 0.174263825037182}",25,9,-49.51169531263126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
699,False,"{'a': 0.4, 'e': 0.17382816547458904}",25,0,31.58692928243633,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
700,False,"{'a': 0.4, 'e': 0.17339359506090257}",30,0,1.783583541580139,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
701,False,"{'a': 0.4, 'e': 0.17296011107325032}",20,13,11.530368881799982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.4, 'e': 0.17252771079556722}",20,2,15.570708735715948,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
703,False,"{'a': 0.4, 'e': 0.1720963915185783}",25,6,-33.74340320075632,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
704,False,"{'a': 0.4, 'e': 0.17166615053978188}",20,6,-29.086722962203577,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
705,False,"{'a': 0.4, 'e': 0.17123698516343241}",20,11,-3.10649496572318,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
706,False,"{'a': 0.4, 'e': 0.17080889270052385}",30,2,11.026643131044112,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
707,False,"{'a': 0.4, 'e': 0.17038187046877257}",20,15,10.264113072712643,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.4, 'e': 0.16995591579260064}",25,9,-12.102956881319166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
709,False,"{'a': 0.4, 'e': 0.16953102600311915}",25,15,19.829089933689424,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.4, 'e': 0.16910719843811134}",25,8,32.56310719402737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.4, 'e': 0.1686844304420161}",20,3,28.454038345424664,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.4, 'e': 0.16826271936591106}",25,0,17.80390307027979,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
713,False,"{'a': 0.4, 'e': 0.1678420625674963}",20,11,18.121047700827443,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.4, 'e': 0.16742245741107756}",20,10,17.09854185455199,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.4, 'e': 0.16700390126754985}",25,11,6.952741075108116,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
716,False,"{'a': 0.4, 'e': 0.166586391514381}",30,8,28.95223207880325,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.4, 'e': 0.16616992553559506}",20,6,1.4308478107433191,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
718,False,"{'a': 0.4, 'e': 0.16575450072175607}",20,14,10.001084981984324,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.4, 'e': 0.1653401144699517}",20,14,8.478987931510737,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.4, 'e': 0.16492676418377683}",25,12,24.66905714980736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.4, 'e': 0.1645144472733174}",20,14,11.87309711352465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.4, 'e': 0.1641031611551341}",20,7,11.541735381526099,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.4, 'e': 0.16369290325224628}",30,23,12.123590206239477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.4, 'e': 0.16328367099411567}",20,16,7.011059884690674,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.4, 'e': 0.1628754618166304}",20,0,-0.24342563971856368,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
726,False,"{'a': 0.4, 'e': 0.16246827316208884}",25,13,-0.9873225440329623,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
727,False,"{'a': 0.4, 'e': 0.16206210247918362}",20,4,22.583851194332723,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.4, 'e': 0.16165694722298565}",25,11,25.52527774724509,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.4, 'e': 0.1612528048549282}",20,7,24.352386742063644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.4, 'e': 0.1608496728427909}",20,8,-18.864656308951947,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
731,False,"{'a': 0.4, 'e': 0.16044754866068392}",35,7,43.45124580204592,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.4, 'e': 0.16004642978903222}",20,12,-9.860671139496294,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
733,False,"{'a': 0.4, 'e': 0.15964631371455965}",20,9,20.32557218881201,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.4, 'e': 0.15924719793027325}",25,7,-12.88723610972313,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
