trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1104,False,"{'a': 0.4, 'e': 0.06307342463653709}",25,13,22.38976807578688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.4, 'e': 0.06291574107494574}",30,20,18.73185509721157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.4, 'e': 0.06275845172225838}",30,20,18.76208187459962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.4, 'e': 0.06260155559295275}",20,12,15.93688771957851,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.4, 'e': 0.06244505170397036}",30,14,30.771157233639002,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.4, 'e': 0.06228893907471044}",25,15,18.761486229424992,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.4, 'e': 0.06213321672702367}",25,15,-23.67911743606146,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1111,False,"{'a': 0.4, 'e': 0.06197788368520611}",20,0,-13.2984728399203,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1112,False,"{'a': 0.4, 'e': 0.0618229389759931}",20,11,15.248308924484721,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.4, 'e': 0.06166838162855312}",35,15,-7.980386675369515,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1114,False,"{'a': 0.4, 'e': 0.06151421067448174}",20,14,0.08458876102052937,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1115,False,"{'a': 0.4, 'e': 0.06136042514779554}",25,14,9.480505401260348,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1116,False,"{'a': 0.4, 'e': 0.06120702408492606}",30,22,15.543150448750284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.4, 'e': 0.061054006524713746}",35,21,27.206395992794867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.4, 'e': 0.06090137150840196}",25,13,23.233591854873758,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.4, 'e': 0.06074911807963096}",25,17,16.695013758545763,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.4, 'e': 0.06059724528443189}",20,11,2.0830741521088614,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.4, 'e': 0.060445752171220814}",20,6,25.210772863213684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.4, 'e': 0.06029463779079276}",20,13,13.49514981394448,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.4, 'e': 0.06014390119631578}",20,11,5.211683558669218,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1124,False,"{'a': 0.4, 'e': 0.059993541443325}",25,7,12.900746138349918,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1125,False,"{'a': 0.4, 'e': 0.05984355758971669}",30,16,25.020852062910514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.4, 'e': 0.0596939486957424}",30,22,12.264368346292768,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.4, 'e': 0.059544713824003045}",20,10,14.50407654030905,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.4, 'e': 0.059395852039443045}",20,9,17.879602268910435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.4, 'e': 0.05924736240934444}",25,11,26.000392932154178,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.4, 'e': 0.05909924400332108}",20,0,34.85241988415559,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.4, 'e': 0.05895149589331278}",30,8,-23.802617661374292,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
1132,False,"{'a': 0.4, 'e': 0.0588041171535795}",25,8,33.71230326151577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.4, 'e': 0.05865710686069556}",25,7,28.485169794666096,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.4, 'e': 0.05851046409354382}",20,8,23.559253853381918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.4, 'e': 0.05836418793330996}",20,13,12.116505507101307,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.4, 'e': 0.05821827746347669}",30,7,36.454627187586745,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.4, 'e': 0.058072731769818}",30,17,22.81553617140437,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.4, 'e': 0.05792754994039346}",25,11,26.034029212623892,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.4, 'e': 0.05778273106554248}",20,6,29.357502900714596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.4, 'e': 0.05763827423787863}",20,13,12.397735166188877,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.4, 'e': 0.057494178552283934}",25,11,13.565552981729795,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1142,False,"{'a': 0.4, 'e': 0.057350443105903225}",25,19,10.654349783873249,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.4, 'e': 0.057207066998138476}",25,18,12.34533646098506,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.4, 'e': 0.05706404933064313}",25,12,22.511587294861805,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.4, 'e': 0.05692138920731652}",25,13,24.74797541526698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.4, 'e': 0.05677908573429823}",20,12,15.269103797853594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.4, 'e': 0.056637138019962494}",25,2,36.16252569096423,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.4, 'e': 0.05649554517491259}",20,8,13.1133014929577,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1149,False,"{'a': 0.4, 'e': 0.056354306311975313}",20,1,31.01971145888801,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.4, 'e': 0.056213420546195374}",30,16,15.559857612553166,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1151,False,"{'a': 0.4, 'e': 0.056072886994829894}",30,19,21.136419353662674,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.4, 'e': 0.05593270477734282}",25,20,11.871529972146808,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.4, 'e': 0.055792873015399466}",25,5,26.161725224148434,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1154,False,"{'a': 0.4, 'e': 0.05565339083286097}",30,19,21.77883019501227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.4, 'e': 0.05551425735577882}",25,8,26.900775163420764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.4, 'e': 0.05537547171238938}",20,13,10.571868874766054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.4, 'e': 0.0552370330331084}",20,12,1.9688309548775662,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1158,False,"{'a': 0.4, 'e': 0.05509894045052564}",25,15,17.387255071258277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.4, 'e': 0.05496119309939933}",20,14,12.654088515099751,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.4, 'e': 0.05482379011665083}",30,14,30.18922774118755,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.4, 'e': 0.054686730641359205}",20,13,10.954641442334696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.4, 'e': 0.05455001381475581}",25,11,26.164189609374805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.4, 'e': 0.054413638780218924}",20,9,19.34028709710284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.4, 'e': 0.05427760468326838}",30,19,22.556701634492786,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.4, 'e': 0.05414191067156021}",25,0,37.66547027501278,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1166,False,"{'a': 0.4, 'e': 0.05400655589488131}",20,9,21.366094213836913,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.4, 'e': 0.05387153950514412}",30,18,21.4958799423071,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.4, 'e': 0.05373686065638126}",20,10,21.127130363057066,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.4, 'e': 0.05360251850474031}",25,10,-12.92559458077344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1170,False,"{'a': 0.4, 'e': 0.05346851220847846}",25,11,14.824278207291535,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1171,False,"{'a': 0.4, 'e': 0.05333484092795727}",20,14,11.14733807394484,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.4, 'e': 0.053201503825637375}",25,13,24.960256697938043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.4, 'e': 0.05306850006607328}",25,8,31.25066263447927,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.4, 'e': 0.0529358288159081}",20,13,15.290863173221153,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.4, 'e': 0.05280348924386834}",20,13,11.876700275116175,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.4, 'e': 0.05267148052075867}",20,12,15.045471813395208,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.4, 'e': 0.05253980181945678}",20,8,-20.098444398397504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1178,False,"{'a': 0.4, 'e': 0.052408452314908135}",25,15,15.549569337044282,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.4, 'e': 0.05227743118412087}",25,7,34.27002666257126,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.4, 'e': 0.05214673760616057}",20,12,17.935713482490605,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.4, 'e': 0.05201637076214517}",25,17,15.392646477881106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.4, 'e': 0.05188632983523981}",30,18,23.031688588529278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.4, 'e': 0.051756614010651715}",25,16,19.08023074185764,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.4, 'e': 0.05162722247562509}",20,9,20.998858107813934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.4, 'e': 0.051498154419436025}",20,12,14.767592226892383,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.4, 'e': 0.051369409033387436}",25,18,12.896765172760434,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.4, 'e': 0.05124098551080397}",20,12,-6.418645689708519,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1188,False,"{'a': 0.4, 'e': 0.051112883047026964}",25,9,-13.740064510859433,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1189,False,"{'a': 0.4, 'e': 0.0509851008394094}",20,8,11.86880836099735,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1190,False,"{'a': 0.4, 'e': 0.05085763808731088}",20,7,23.244124107070757,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.4, 'e': 0.050730493992092604}",25,7,33.429034700558205,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.4, 'e': 0.05060366775711238}",25,11,14.243500717291344,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1193,False,"{'a': 0.4, 'e': 0.050477158587719596}",30,12,32.520507145530836,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.4, 'e': 0.050350965691250305}",25,0,27.27402434105863,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1195,False,"{'a': 0.4, 'e': 0.05022508827702218}",25,5,39.35637028487472,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.4, 'e': 0.05009952555632963}",25,11,24.06593059866256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.4, 'e': 0.0499742767424388}",20,11,17.888959323680268,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,8,32.79497080562366,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,8,40.20373952428544,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,15,9.257925586301155,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,8,25.704787370084897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,18,15.317606286479794,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,12,15.360841654618993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,12,25.295392522086907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,20,18.698838789494726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,13,13.802540316018218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,24,10.905774828826894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,13,14.274621482006843,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,16,15.90106606001131,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,7,21.686568942734112,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,13,20.39569984483643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,18,24.140900027369035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,9,18.917799999661714,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,12,24.159806637672535,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,6,25.516078546497535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,20,9.139238819793054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",35,13,42.72257190109238,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,8,23.832601483714143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,13,22.084843882338664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,14,19.16197522397251,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,14,10.725651559478568,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,12,17.32132383210411,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",30,1,50.87848762056601,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,11,31.003052465421746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,3,29.708808328169155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,8,24.068594383970243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",30,13,29.66697886351154,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
